OBJECTID,Park Name,Park ID,Latitude,Longitude,Year Established,Acres,Days Open,Operating Hours,Phone Number,Website,Address,Restroom Available,Community Center Available,Natrure Center Available,ADA Accessible,Concessions Available,Dog Park Available,Baseball Fields Available,Basketball Available,Mountain Biking Available,Boating Available,Camping Available,Disc Golf Course Available,Fishing Available,Golf Course Available,Hiking Available,Historic Site,Horseback Riding Available,Lake Available,Picnic Shelters Available,Number of Shelters Available,Playground Available,School Site,Soccer Fields Available,Spray Park Available,Skate Park Available,Swimming Pool Available,Tennis Courts Available,Walking/Jogging Available,Email,Description,Status,Volleyball Available,Football/Multi-Purpose Available,Canoe Launch Available,Community Garden Available,Common Name,Park Classification,City,State,Zip Code,GlobalID
142359,Moss School Playground,PARK_122,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Bowfiled Rd @ Richards Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Moss School Playground Park,Pocket,Antioch,TN,37013,355189f7-ad77-4295-ad48-4cd74ac8d5f2
142360,Crieve Hall School Playground,PARK_123,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Hogan Rd @ Trousdale Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Crieve Hall School Playground Park,Pocket,Nashville,TN,37220,db1a950f-f011-4f08-801a-498dd885053e
142361,Percy Priest School Playground,PARK_124,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Otter Creek Rd @ Priest Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Percy Priest School Playground Park,Pocket,Nashville,TN,37215,06b69826-7955-4507-874f-85948ae4b7cd
142362,Tusculum School Playground,PARK_125,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Nolensvill Pike @ Mcmurray Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Tusculum School Playground Park,Pocket,Nashville,TN,37211,5fa6faaa-c192-4e12-a0a4-3c714b164f13
142363,Cole School Playground,PARK_127,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Colemont Dr @ Tusculum Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Cole School Playground Park,Pocket,Antioch,TN,37013,045b6c3f-a493-4669-a1ba-160998952cf1
142364,Mt. View School Playground,PARK_128,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Murfreesboro Pike @ Old Hickory Blvd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Mt. View School Playground Park,Pocket,Antioch,TN,37013,7ef72d44-69b9-4611-b122-cc0aa8fc024d
142365,Charlotte School Playground,PARK_130,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Annex Ave @ Scholarship Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Charlotte School Playground Park,Pocket,Nashville,TN,37209,cc148cbd-9fa8-4678-820a-ea27c4508907
142366,Old Center School Playground,PARK_131,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Dickerson Pike @ Weeping Willow Way,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Old Center School Playground Park,Pocket,Goodlettsville,TN,37072,ad0b1059-5068-47e8-ad5d-bac3520eca90
142367,Paragon Mills School Playground,PARK_132,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Paragon Mills Rd @ Donna Kay Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Paragon Mills School Playground Park,Pocket,Nashville,TN,37211,f290e336-8e4c-41fb-9aa5-e7fe023f4aa1
142368,Whitsett School Playground,PARK_133,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Whitsett Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Whitsett School Playground Park,Pocket,Nashville,TN,37210,1fadc690-5c72-4e60-a7bb-c0f284231fa2
142369,Chadwell School Playground,PARK_134,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Chadwell Dr @ Port Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Chadwell School Playground Park,Pocket,Madison,TN,37115,f5028ff5-e282-4139-b431-00daa0c3c9e4
142370,Tom Joy School Playground,PARK_136,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Jones Ave @ Norton Ave,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Tom Joy School Playground Park,Pocket,Nashville,TN,37207,9846842d-636c-4961-bcf6-db9370aba2b1
142371,Una School Playground,PARK_137,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Murfreesboro Pike @ Old Murfreesboro Pike,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Una School Playground Park,Pocket,Nashville,TN,37217,cca43eae-ebca-415a-b9c8-cd087a1eea2b
142372,Sylvan Park School Playground,PARK_138,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Utah Ave @ 48th,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Sylvan Park School Playground Park,Pocket,Nashville,TN,37209,a4f0fddf-f48d-43ed-be01-e12dda1a9dcd
142373,Amquie School Playground,PARK_140,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Anderson Ln @ Peirce Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Amquie School Playground Park,Pocket,Madison,TN,37115,1e6b1c30-231d-43a2-b15d-16ac599ae12a
142374,Harpeth School Playground,PARK_141,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Learning Ln @ Collins Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Harpeth School Playground Park,Pocket,Nashville,TN,37221,792a8fd7-d0fd-4314-b4a6-eb09c750d496
142375,Julia Green School Playground,PARK_142,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Hobbs Rd @ Wallace Ln,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Julia Green School Playground Park,Pocket,Nashville,TN,37215,21aaa02e-d9d6-4d4c-ba8b-c884dd47af5f
142376,Alex Green School Playground,PARK_143,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Lloyd Rd @ Whites Creek Pike,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Alex Green School Playground Park,Pocket,Whites Creek,TN,37189,0f149585-d530-4ca6-98d5-aea9266fc40d
142377,Mcgavock School Playground,PARK_144,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Mcgavock Pk @ Garylynn Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Mcgavock School Playground Park,Pocket,Nashville,TN,37214,8c24a003-8823-41ec-bbb7-3136902ff933
142378,Jordonia School Playground,PARK_147,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Cato Rd Near Ashland City Hwy,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Jordonia School Playground Park,Pocket,Nashville,TN,37218,30e647e9-4d36-4fba-80f5-6b580a96bf06
142379,Ruby Major School Playground,PARK_148,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,John Hager Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Ruby Major School Playground Park,Pocket,Hermitage,TN,37076,619f59b7-390f-4d42-a1dc-1c9828707656
142380,Cora Howe School Playground,PARK_149,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Greenwood Ave @ Scott Ave,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Cora Howe School Playground Park,Pocket,Nashville,TN,37206,6fed6925-6c7b-4459-91ef-049654cb3ab7
142381,Shayne School Playground,PARK_150,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Nolensville Pk @ Bienville Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Shayne School Playground Park,Pocket,Nashville,TN,37211,594e90fa-5aea-4021-9fac-1853141813c3
142382,Dodson School Playground,PARK_151,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Chandler Rd @ Summit Run Pl,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Dodson School Playground Park,Pocket,Hermitage,TN,37076,c4bddd11-31a1-44f7-9304-6a97c9e62f55
142383,Maxwell School Playground,PARK_152,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Blue Hole Rd @ Pettus Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Maxwell School Playground Park,Pocket,Antioch,TN,37013,1bfc3267-6996-4ecd-90de-2679537f5ec4
142384,Fall-Hamilton School Playground,PARK_154,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Wedgewood Ave @ Raines Ave,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Fall-Hamilton School Playground Park,Pocket,Nashville,TN,37203,ec7b2bdf-e01b-4d3f-b61a-ae439ab23a2a
142385,Edmonson Library Playground,PARK_155,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Edmonson Pike @ Brighton Village Dr,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Edmonson Library Playground Park,Pocket,Nashville,TN,37211,823698fa-d195-4e07-85f9-e499800e78f5
142386,Hull Jackson School Playground,PARK_156,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Kellow St @ 10th Ave N,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Hull Jackson School Playground Park,Pocket,Nashville,TN,37208,a28562e8-8575-4aec-9e30-fed5a793483c
142387,Ross School Playground,PARK_157,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Mcferrin Ave @ Marina St,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Ross School Playground Park,Pocket,Nashville,TN,37206,a7633a7d-fc6f-4f13-8d25-bab92cf5c583
142388,Granbery School Tennis Courts,PARK_158,,,2002,0.51,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,5533 Hill Rd,No,No,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No,No,No,0,No,Yes,No,No,No,No,Yes,No,,Public tennis courts on school property,TENNIS,No,No,No,No,Granbery School Tennis Courts Park,Pocket,Brentwood,TN,37027,20b8732d-6133-44d3-89b7-55ddaba16a78
142389,Crooked Branch Park,PARK_196,36.240016,-86.648108,2012,84,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,116D Ray Ave,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,Yes,metroparks@nashville.gov,Natural area with trails,PARK,No,No,No,No,Crooked Branch Park,Community,Old Hickory,TN,37138,564ebc59-683f-40cc-830e-dc2337561b58
142390,Ellington Agricultural Campus,PARK_197,,,0,177.332288,,,, ,440 Hogan Rd,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,Yes,,,PARK,No,No,No,No,Ellington Agricultural Campus,,Nashville,TN,37220,c571e6c6-3be6-4520-9449-971d21dd259d
142427,Gale Lane Community Park,PARK_198,36.116678,-86.789035,2013,5.4,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,1001 Gale Lane,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,Yes,metroparks@nashville.gov,par with a greenway walking loop,PARK,No,No,No,No,Gale Lane Park,Neighborhood,Nashville,TN,37204,f988d6d3-e482-4e14-9410-4fdde3b622b6
142428,OHUD Large Baseball Field,PARK_199,36.25271,-86.646786,2013,6.01,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,1700 Golf Club Rd,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,metroparks@nashville.gov,Small park with one adult and one youth ball field,PARK,No,No,No,No,Old Hickory Baseball Park,Neighborhood,Old Hickory,TN,37138,a9c5f27d-9869-4cbb-a608-521a979d1976
142429,Rachel's Walk,PARK_200,36.255795,-86.646051,2013,2.41,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,801 Fourteenth St,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,Yes,metroparks@nashville.gov,"Samll, peaceful park with walking trail",PARK,No,No,No,No,Rachel's Walk,Pocket,Old Hickory,TN,37138,eed137f5-c719-4821-a0d3-9c12657f3b84
142430,Veterans Parks,PARK_201,36.264367,-86.650582,2013,0.45,Daily,Dawn to Dusk,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,609 Bryan St,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,No,No,No,No,No,No,No,No,metroparks@nashville.gov,Small plaza in Old Hickory with a gazebo and memorial,PARK,No,No,No,No,Veterans Park,Pocket,Old Hickory,TN,37138,8d01c9f3-f212-4fa2-ab67-0763cd556605
142431,OHUD Community Center,PARK_202,36.265419,-86.649645,2013,13.58,"Daily, Center: Monday-Friday",Dawn to 11 pm,(615) 847-9122,http://www.nashville.gov/Parks-and-Recreation/Community-Centers-and-Recreation/Neighborhood-Recreation-Centers.aspx,1050 Donelson Ave,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,Yes,No,metroparks@nashville.gov,"Park includes a community center, tennis courts and playground",PARK,No,No,No,No,Old Hickory Park,Neighborhood,Old Hickory,TN,37138,8410a1e8-8d60-4409-81e9-d49427e8bf88
142432,Old Hickory Cemetery,PARK_203,36.263932,-86.651496,2013,0.12,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,1207 Donelson Ave,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,metroparks@nashville.gov,,PARK,No,No,No,No,Old Hickory Cemetery,Specialty,Old Hickory,TN,37138,05135a8c-38b0-4bb1-a05c-812940d81202
142433,OHUD Arts Center,PARK_204,36.256636,-86.652594,2013,1.61,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,1308 Fuller St,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,metroparks@nashville.gov,Small park with an art center,PARK,No,No,No,No,Old Hickory Arts Center,Pocket,Old Hickory,TN,37138,004583b0-f601-4c34-a454-c4bc5e735249
142434,12th Street Ballfield,PARK_205,36.258452,-86.648959,2013,2.39,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,1201 Elliston St,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,metroparks@nashville.gov,Small park with an informal ballfield,PARK,No,Yes,NO,No,12th Street Ballfield Park,Pocket,Old Hickory,TN,37138,9cfed850-5018-4911-8150-bba7756897ca
142435,Whitsett Park,PARK_206,36.117224,-86.71963,2013,62.61,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,355 A Wimpole Dr,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Yes,No,No,No,No,No,No,Yes,metroparks@nashville.gov,Park on Mill Creek with a playground and greenway trail,PARK,No,Yes,Yes,Yes,Whitsett Park,Community,Nashville,TN,37211,5adda877-ad3c-44eb-badb-f1bd4433c2e4
142436,Mill Creek Park,PARK_207,36.012962,-86.690236,2013,85.62,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,6036 Culbertson Road,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,Yes,metroparks@nashville.gov,Large open space with walking loop,PARK,No,No,No,No,Mill Creek Park,Community,Antioch,TN,37013,d7d8f781-1c8d-4af2-9c66-ce339e666793
142441,Southeast Community Center Park,PARK_211,36.052968,-86.656256,2014,12.13632391,"Daily, Center: Monday-Saturday",Dawn to 11 pm,(615) 862-8902,http://nashville.gov/Parks-and-Recreation/Parks.aspx,5260 HICKORY HOLLOW PKWY,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Yes,No,No,No,No,No,No,Yes,metroparks@nashville.gov,Southeast Community Center Park is the heart of a larger Matro project which includes Ford Ice Center and the Southeast Library located at the old Hickory Hollow Mall,PARK,No,No,No,No,Southeast Community Center Park,Community,Antioch,TN,37013,90d4f8cc-3957-4193-b931-4c5557ef03d0
142442,Mill Ridge Southeast Regional Park,PARK_223,36.023797,-86.622694,2020,622,,Under Development,(615) 862-8400,,12847 OLD HICKORY,No,No,No,,,,,,,,,,,,,Yes,,,,0,,,,,,,,,,,PARK,,,,,Mill Ridge Park,Regional,Antioch,TN,37013,0191241c-8483-45a5-ade3-a4b0fc929ddc
142445,Browns Creek Park ,PARK_180,36.113452,-86.776659,2012,9.8,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,817 Park Ter,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,Yes,metroparks@nashville.gov,Park with greenway loop trail,PARK,No,No,No,No,Browns Creek Park,Neighborhood,Nashville,TN,37204,8120e58f-701a-45ab-8553-b34efb8a9e6d
142521,Azafran Park,PARK_216,36.127189,-86.753818,2018,0.7773,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,2187 Nolensville Pike,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Yes,No,No,Yes,No,No,No,No,,,PARK,No,No,No,No,Azafran Park,Pocket,Nashville,TN,37211,3ded65e9-beb5-4bae-ae7f-210b84fc12ab
142530,Fair Park,PARK_219,36.127983,-86.763837,2019,20,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,300 Rains Ave,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,Yes,No,No,No,No,Yes,metroparks@nashville.gov,"Park with multi-ues fields, walking trails and a dog park",PARK,No,Yes,No,No,Fair Park,Community,Nashville,TN,37203,f4ceae58-1101-4a52-9e74-12b6e3dfceaf
142560,Aaittafama Archaeological Park,PARK_222,36.046418,-86.862237,2021,7.63163519,Daily,Dawn to Dusk,(615) 862-8400,,6410 Hillsboro Pike,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,0,,No,No,No,No,No,No,,,,PARK,No,No,No,No,Aaittafama Park,Specialty,Nashville,TN,37215,b353186f-b3b4-4afb-8bd3-e63872bd99eb
142589,Orchard Bend Park,PARK_218,36.026363,-86.669153,2019,58.64126082,Daily,Dawn to Dusk,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,5605 Pettus Rd,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,No,Yes,No,No,No,No,Yes,metroparks@nashville.gov,"Large park with multi-use fields, playground and greenway walking loop. Connects to Mill Creek Greenway",PARK,No,Yes,Yes,No,Orchard Bend ,Community,Antioch,TN,37013,e9b32dab-9341-4636-9623-e0feda5b7ef8
142609,Smith Springs Park,PARK_215,36.087207,-86.611773,2018,15.8974154,"Daily, Center: Monday-Saturday",Dawn to 11 pm,(615) 862-8400,,2801 Smith Springs Road,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,Yes,No,Yes,,"Smith Springs Park located just south of Percy Priest Resevior has a community center, walking loop and playground. The community center includes an indoor pool.",PARK,No,No,No,No,Smith Springs Park,Neighborhood,Nashville,TN,37217,4356ed04-cb83-49c8-a8a5-40ae6443cca2
142610,Smithson School Playground,PARK_61,,,2002,0.1,Daily outside of school hours ,Dawn to Dusk - outside of school hours,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,Brick Church Pike @ Masonwood Dr,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Yes,Yes,No,No,No,No,No,No,,Playground on school property. Not open to public during school hours,PLAYGROUND,No,No,No,No,Smithson School Playground Park,Pocket,Nashville,TN,37207,ba0cda47-02c5-46b4-b703-7d34290665f9
142627,Whites Creek Community Garden,PARK_104,36.249383,-86.82819,2014,7.30424931,Daily,Dawn to 11 pm,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,3832 Whites Creek Pike,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,,Park property permitted as a community garden,PARK,No,No,No,Yes,Whites Creek Community Garden Park,Neighborhood,Nashville,TN,37207,a15209fa-0dc3-41a9-886d-42aaa1cad07c
142651,Mansker Creek Park,PARK_217,36.342427,-86.721355,2019,19.16,Daily,Dawn to Dusk,(615) 862-8400,http://nashville.gov/Parks-and-Recreation/Parks.aspx,7774 Old Springfield Pike,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,1,Yes,No,No,No,No,No,No,Yes,metroparks@nashville.gov,"Small park on Mansker Creek with walking loop, playground and pavilion",PARK,No,No,No,No,Mansker Creek Park,Neighborhood,Goodlettsville,TN,37072,5a0dadc0-5b07-4588-b615-79a3e8dcac3e
